X,Y,FID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
17827816.4505428,-1017293.33678932,358,57100,56940,TULAGHI,SB,-9.1,160.15,9,6,S,160,9,E,126,82377,V,CN,G,N,N,N,Y, ,A,A,P, ,1,M,Y,Y,N, ,Y, ,Y, , , , , , , , , ,Y,Y, , , ,Y, , , ,Y,N, ,N, , , , , , , ,N,Y,N,Y,Y,N,N,N,N,Y,Y,C, ,S
13710850.6160382,846648.303425378,359,59550,57960,MARGOSATUBIG,PH,7.583333,123.166667,7,35,N,123,10,E,162,92190,V,CN,E, , , ,Y, ,E,A,O, ,5, , , , , , , , , , , , , , , , , ,Y, , , , ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y, , , , , , , 
19226731.3848449,-5403748.49152924,360,55320,55260,PORT LYTTELTON,NZ,-43.6,172.716667,43,36,S,172,43,E,127,76151,V,CB,E,N,N,N,N,Y,J,G,K,H,2,M,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y, ,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y, ,Y,Y,A,M,L
13657046.1954881,869113.906499992,361,59575,57960,SANTA CLARA,PH,7.783333,122.683333,7,47,N,122,41,E,162,92200,V,CN,F, , , , , ,K,H,M,M,0, , , , , , , ,Y, , , , , , , , , , , ,Y, ,Y, , , , ,Y, , , , , , , , , ,Y, , , , , ,Y, , , , , , , , 
17805552.5523841,-1053009.83577636,362,57120,56940,HONIARA,SB,-9.416667,159.95,9,25,S,159,57,E,126,82377,V,OR,G,Y,Y,N,Y, ,L,E,L,J,1,L,Y,Y,Y,N,Y,Y,Y, , , ,Y,Y, , , , ,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,Y, ,Y, , , , ,Y,Y,Y,N,Y,Y, ,Y,Y, ,Y,Y,C, , 
19254561.2575432,-5434543.70848006,363,55330,55260,AKAROA,NZ,-43.8,172.966667,43,48,S,172,58,E,127,76140,V,CN,G,Y,Y, , , ,H,N,P, ,2,M,Y, , ,N,Y, ,Y, , , ,N,Y, , , , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N, , , , , , , ,Y, , , , , ,Y, ,Y, , ,C, , 
13588399.1761656,769967.861993187,364,59580,57960,ZAMBOANGA,PH,6.9,122.066667,6,54,N,122,4,E,162,92214,S,OR,G,Y,Y,N,Y, ,A,A,L,N,1,M,N,Y,Y,N,Y,Y,Y, ,Y,N,N,Y,Y, ,Y,Y,Y, ,Y, ,Y, , , , ,Y,Y, ,N,N,N,N, , , , ,Y, , , , , ,Y,Y, ,Y,Y,C,M, 
18608908.2109422,-1748816.98368003,365,57200,57160,LUGANVILLE,VU,-15.516667,167.166667,15,31,S,167,10,E,126,BA1736,S,CN,G,N,N,N,Y, ,H,A,K,L,1,L,Y,Y,Y, ,Y,Y, , , , ,Y, , , ,Y, , , ,Y, , , , , , ,Y, , ,N, ,Y, , , , ,Y, , , , , ,Y,Y,Y,Y, , ,C, , 
19063462.7983481,-5527553.21543586,366,55350,55260,TIMARU,NZ,-44.4,171.25,44,24,S,171,15,E,127,76140/7,S,CB,E,Y,Y,N,Y,N,K,H,L,K,1,M,Y,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y, ,Y, , , ,Y,Y,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,B, ,S
18736925.6253545,-2006359.14541913,367,57230,57160,PORT VILA,VU,-17.733333,168.316667,17,44,S,168,19,E,126,82571,V,CB,E,N,N,N,Y,Y,J,A,K,P,1,M,Y,Y,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y, ,Y, ,Y, , ,Y, , , ,Y, , ,N, ,Y, , , , ,Y,Y, , , , ,Y,Y,Y, , , ,C, ,S
13788774.2595935,930950.453521843,368,59670,57960,JIMENEZ,PH,8.333333,123.866667,8,20,N,123,52,E,162,92293,V,CN,G, ,Y, ,Y, ,A,B,J, ,3,L, , , , , ,Y,Y, , , ,Y, , , , ,Y, , , , , ,Y, , , ,Y,N, ,N, , , , , , , , , , , , , , ,Y, , , , , , 
18994815.7790256,-5751018.44144875,369,55370,55260,OTAGO HARBOR,NZ,-45.816667,170.633333,45,49,S,170,38,E,127,76140/2,S,RB,G,Y,N,N,Y,Y,G,A,H,N,2,M,Y,Y,Y,N,Y,Y,Y,Y,Y, ,Y, , ,Y, , ,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y,Y, , , , ,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,B,S,S
18762900.1732063,-2000516.32161519,370,57245,57160,FORARI BAY,VU,-17.683333,168.55,17,41,S,168,33,E,126,82571,V,OR,F, ,Y, , , , ,C,L, ,0,M, , , , ,Y, ,Y, , , ,Y, , , , , ,Y,Y, , ,Y, , , , ,N, , ,N, , , , , , , , , , , , ,N,N,N,N,N,N, , , 
13786918.9347469,908454.681583213,371,59680,57960,PORT OZAMIS,PH,8.133333,123.85,8,8,N,123,51,E,162,92296,V,OR,E, , , ,Y, ,K,E,N, ,1,M,Y, ,Y, ,Y, ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y, ,Y, , , , ,Y,Y, ,N, , , , , , , ,Y,Y,N,N,N,Y,Y,Y,Y, , ,C, , 
18738780.950201,-5877026.55203769,372,55400,55260,BLUFF HARBOR,NZ,-46.6,168.333333,46,36,S,168,20,E,127,76121,S,CB,E, , , ,Y,Y,H,G, ,J,2,M,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y, ,Y, , ,Y,Y, ,Y,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y, ,Y,Y,A,S,L
18458626.8983713,-2437646.1294186,373,57275,57260,BAIE DE KOUAOUA,NC,-21.383333,165.816667,21,23,S,165,49,E,126,82684,V,OR,F, , , , ,Y,N,C,L, ,0,M,Y, , , ,Y,Y,Y, , , , ,Y, ,Y,Y, ,Y,Y,Y, ,Y,Y, , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , 
13829591.4062177,919701.14726765,374,59700,57960,ILIGAN,PH,8.233333,124.233333,8,14,N,124,14,E,162,92293,V,OR,F,N,N,N,Y,N,A,A,K, ,2,M,N, ,N,N,Y,Y,Y, ,Y,Y,Y,Y, , ,Y,Y,Y, ,Y, ,Y, , , , ,Y,N, ,N,Y,Y, , ,Y,Y, ,Y, , , , ,N,Y,Y,Y, , ,N, , 
19059752.148655,-5226113.32606555,375,55440,55260,GREYMOUTH,NZ,-42.433333,171.216667,42,26,S,171,13,E,127,76090,V,RN,G,Y, , ,Y, ,P,E,N, ,3,M,Y,Y,Y, ,Y,N,Y,Y,Y,N,N,Y, ,Y, , ,Y,Y,Y,Y,Y, ,Y, , ,Y,Y, ,N, ,Y, , , , ,Y,Y,Y, ,Y, , ,Y, ,Y,Y,Y,C, ,S
19102424.6201257,-5123603.90966161,376,55450,55260,WESTPORT,NZ,-41.75,171.6,41,45,S,171,36,E,127,76090,V,RN,E,Y, , ,Y,Y,O,E,O, ,2,M, , , , ,Y,Y,Y,Y,Y, ,Y,Y, , ,Y,Y,Y, ,Y,Y,Y, , , , ,Y,Y, ,N, ,Y, , , , ,Y,N,Y, ,Y,Y, ,Y,Y,Y, , ,B, , 
11514145.9977176,441920.474384888,377,57410,57400,KUANTAN NEW PORT,MY,3.966667,103.433333,3,58,N,103,26,E,161,93117,S,CB,G,N,N,N,Y, ,H,H,L, ,3,M,Y,Y,N,N,Y,Y,Y, , , ,Y,Y,Y,Y, , ,Y, ,Y, ,Y, , , , ,Y,Y, ,N,Y,Y, , , ,Y,Y, , , , , , ,Y,Y, , , ,N, , 
13877829.8522281,949705.706693813,378,59710,57960,CAGAYAN DE ORO,PH,8.5,124.666667,8,30,N,124,40,E,162,92293,M,CN,G,Y,Y, ,Y, ,A,A,J,N,2,M,Y, ,Y,N,Y,Y,Y, ,Y, ,Y,Y, , ,Y,Y,Y, ,Y, ,Y, ,Y, , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y, , , , ,Y,Y,Y,N, , ,C,S, 
11517856.6474107,508898.100204234,379,57415,57400,KIRTEH OIL TERMINAL,MY,4.566667,103.466667,4,34,N,103,28,E,161,93117,S,OR,F,Y,Y, ,Y, ,J,B, ,J,0,L,N, , , ,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y, ,Y, ,Y, ,Y, , ,N,N, ,N, ,Y, , , , ,Y, , , , , ,N,N,N,N, , ,N, , 
18696108.4787303,-3384133.94718666,380,55500,55490,KINGSTON,NF,-29.066667,167.95,29,4,S,167,57,E,127,AUS609,V,OR,P,Y,Y, ,Y, ,P,E,P,J,4,M,N, , , ,Y,N,N,N,N,N,N, , ,Y, ,Y,Y,Y,Y, , ,Y, , , ,Y, , , , ,Y, , , , ,Y, , , , , ,Y,N,N,N, , , , , 
13887106.4764609,951581.677819641,381,59720,57960,BUGO,PH,8.516667,124.75,8,31,N,124,45,E,162,92290,V,CN,G, , , , , ,A,A,K,L,3,M,Y, ,Y, , ,Y, , , , , ,Y, , , ,Y,Y, , , ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y, , , , ,C, , 
19753643.6412664,-1990781.89126188,382,55530,55510,LAUTOKA HARBOR,FJ,-17.6,177.45,17,36,S,177,27,E,126,83574/0,V,CB,G,N,N,N,Y,N,K,H,M,J,2,M,Y, ,Y, ,Y,Y,Y, , ,N,Y,Y, ,Y, ,Y,Y, ,Y,Y,Y, , , , ,Y,Y,Y,N, ,Y, , , , ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y, , ,C,S,S
11480750.1504796,596426.605116996,383,57420,57400,KUALA TRENGGANU,MY,5.35,103.133333,5,21,N,103,8,E,161,UK771,V,RB,G,N,N,N,Y, ,N,L, , ,4, , , , ,N, , ,Y, , , , , , , ,Y,Y, , ,Y, , ,Y, , , , , , ,N, ,Y, , , , ,Y, , , , , ,Y,Y, , , , ,D,S, 
13888961.8013074,959086.381173572,384,59725,57960,VILLANUEVA,PH,8.583333,124.766667,8,35,N,124,46,E,162,92290,V,OR,G, , , ,Y, , ,A,A, ,0,M, , , ,N, ,Y,Y, , , ,Y,Y, , ,N, ,Y, , , ,Y,Y, , , ,Y, , , ,Y,Y, , , ,Y, ,Y, , , , , ,Y,Y,Y, , ,N, , 
19861252.4823666,-2053160.89393135,385,55540,55510,SUVA HARBOR,FJ,-18.133333,178.416667,18,8,S,178,25,E,126,83572/0,S,CN,G,N,N,N,N,N,A,E,L,L,2,L,Y,Y,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y, , ,Y, ,Y, ,Y,Y, , , ,Y,Y, ,N, ,Y,Y, , , ,Y,Y, , , , ,Y,Y,Y,Y, , ,C,S, 
11690401.8581403,615063.595379718,386,57425,57400,TAPIS MARINE TERMINAL A,MY,5.516667,105.016667,5,31,N,105,1,E,161,93110,L,OR,N, , , ,Y, ,A, , ,A,0,L, , , , ,Y,Y,Y, , , ,Y, , , , , ,Y,Y, , ,Y, , , , ,N, , ,N, , , , , , , , , , , , ,N,N,N,N,N,N, , , 
13974306.7442489,1000386.09634121,387,59760,57960,BUTUAN CITY,PH,8.95,125.533333,8,57,N,125,32,E,162,BA957,V,RN,E, , , , ,Y,O,P,N, ,3, , , , , , , ,Y, , , , , , , , ,Y, ,Y,Y, , ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y, , ,Y, , ,D, , 
19907635.6035304,-2000516.32161519,388,55550,55510,LEVUKA,FJ,-17.683333,178.833333,17,41,S,178,50,E,126,83570,S,CN,G,N,N,N,Y,N,D,A,L,L,1,M,Y, ,Y,Y,Y,Y,Y, , ,N,Y,Y,Y,Y, ,Y,Y, ,Y, ,Y, , , , ,Y,Y, ,N,N,N,N,N,N,N,N,Y,N,N,N,N, ,Y, ,Y, , ,C, , 
19967005.9986202,-1845290.52007205,389,55556,55510,MALAI,FJ,-16.35,179.366667,16,21,S,179,22,E,126,83590,V,CB,G, , , ,Y, ,K,F,J,J,2, ,Y, , ,Y,Y,Y,Y, ,Y,N,Y,Y, ,Y, , ,Y, ,Y, ,Y,Y, , , ,Y,Y, ,N, , , , , ,Y,Y, , , , , ,Y,N,N, , , ,C, , 
19963295.3489271,-1893680.48970819,390,55560,55510,SAVUSAVU BAY,FJ,-16.766667,179.333333,16,46,S,179,20,E,126,83590,V,OR,F,N,N,N,Y,N,P,A,N, ,1,M,Y, ,Y, ,Y,Y,Y, , , , ,Y, ,Y, ,Y,Y, ,Y, ,Y,Y, , , ,Y,N, ,N, , , , , , , ,Y, , , , ,Y, ,N,N,N,N,D, , 
-19503174.7869815,-2407784.28294578,391,55590,55575,NUKU ALOFA,TO,-21.133333,-175.2,21,8,S,175,12,W,126,83567,V,CN,G,Y,Y,N,N,N,J,A,G, ,1,M,Y, ,Y,N,Y,Y,Y, ,Y,N,N, , ,Y, , ,Y,Y,Y, ,Y, , , , ,Y,Y, ,N, , , , , , , , , , , , , ,Y, ,Y, , ,C, , 
-19408553.2198072,-2249353.17143088,392,55600,55575,PANGAI,TO,-19.8,-174.35,19,48,S,174,21,W,126,83560,V,CN,F,N,N,N,Y,N,N,A,P, ,2,M, , , , ,Y, ,N, , , ,Y, , ,Y, , ,Y, , , , ,Y, , , ,Y,Y, ,N, , , , , , , , , , , , ,Y,Y,Y, , , ,C, , 
13577267.2270863,749414.341985288,393,59770,57960,BASILIAN CITY (ISABELA),PH,6.716667,121.966667,6,43,N,121,58,E,162,92216,V,OR,E, ,Y, ,Y, ,K,G,L,N,1,M,Y, , , , ,N,Y, ,Y, ,Y, , , , , ,Y, ,Y, ,Y, , , , ,Y, , , , ,Y, , , , ,Y,Y, , , , ,Y,Y, , , , ,C, , 
11187608.824724,1545550.2013331,394,57450,57431,BANGKOK,TH,13.75,100.5,13,45,N,100,30,E,161,93240/2,L,RN,G, ,Y,N,Y,Y,L,H,L,L,3,M, ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , ,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,C,M, 
13566135.2780069,730736.049262639,395,59780,57960,PORT HOLLAND,PH,6.55,121.866667,6,33,N,121,52,E,162,92210,V,CN,G, , , ,Y, ,L,J,L, ,3, , , , , ,Y, ,Y, ,Y, , , , , , ,Y,Y, , , ,Y, , , , ,Y, , ,N, , , , , , , ,Y, , , , ,Y,Y, , , , ,C, , 
11230281.2961948,1473064.30759979,396,57460,57431,SI RACHA TERMINAL,TH,13.116667,100.883333,13,7,N,100,53,E,161,93244,V,OR,P,N,N,N,Y, ,G,B,G,G,2,M,Y,Y,Y,N,Y,Y,Y, , , ,Y,Y,Y,Y, , ,Y,Y,N, , , ,Y, , ,Y,N, ,N,Y,Y, , , ,Y,Y, , , , , ,Y,Y,Y,Y, , ,C, , 
13469658.3859861,674737.947917547,397,59800,57960,JOLO,PH,6.05,121,6,3,N,121,0,E,162,92242,V,OR,G,Y,Y,N,Y, ,A,B,L,N,1,M,N, ,Y,N,Y,Y,Y, ,N,N,N,Y,Y,Y, , ,Y, ,Y, ,Y, , , , ,Y,Y, ,N, , , , , , , ,Y, , , ,Y, ,Y,Y, , , ,N, ,S
11222859.9968085,1478779.97049229,398,57470,57431,KO SI CHANG TERMINAL,TH,13.166667,100.816667,13,10,N,100,49,E,161,93244,V,OR,F,N,N,N,Y,Y,A,F,J,F,1,M,Y,N,N,N,Y,Y,Y, ,Y, ,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y, , ,Y, , ,N, , , , , , , , ,Y, , ,Y, ,Y,Y, ,Y,Y,C, , 
13449249.812674,618791.61670222,399,59820,57960,SIASI,PH,5.55,120.816667,5,33,N,120,49,E,162,92240,V,CN,P, , , ,Y, ,K,G,O, ,4, , , , , , , , , , , , , , , , ,Y, , , , , , , , , ,Y, , , , , , , , , , , , , , , ,Y,Y, , , , ,D, , 
13280415.2516375,3009405.79978153,400,59860,59850,FUZHOU,CN,26.083333,119.3,26,5,N,119,18,E,157,94004,V,RN,G, , , ,Y,N,J,J,J,J,3,M, ,Y, , ,Y,Y,Y, ,Y, ,Y,Y, ,Y, , ,Y, ,Y,Y,Y,Y, , , ,Y, , , ,Y, ,Y, ,Y,Y,Y,Y, , , , ,Y,Y,Y, ,Y, ,C, , 
15757273.9217879,4943750.21599007,401,61280,61100,HACHINOHE KO,JP,40.533333,141.55,40,32,N,141,33,E,158,97041,V,CB,G,Y,Y,N,N,Y,G,M,H, ,1,M,Y,Y,Y,N,Y,N,Y, , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y,Y,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y, ,Y,Y,C,S,M
1231935.69811223,4232038.46239887,402,45400,45360,MAHDIA,TN,35.5,11.066667,35,30,N,11,4,E,131,52170,V,CN,P, , , ,Y, ,N,N,O, ,0, ,N, , , ,Y, , , , , , , , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , ,Y, , , , ,N,N,N,N,N,N,D, , 
1185552.57694836,4277712.46307691,403,45410,45360,SOUSSE,TN,35.833333,10.65,35,50,N,10,39,E,131,52172,S,CB,E,N,N,N,Y, ,J,M,L,L,1,M,N,Y,Y,N,Y,Y,Y, ,N,N,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y,Y, , ,Y, ,Y,Y,Y, , ,B, ,M
3855365.03114037,4411265.91026269,404,44860,44360,MERSIN,TR,36.8,34.633333,36,48,N,34,38,E,132,54441,M,CB,F,N,Y,N,Y,Y,J,O,O,L,1,M,Y,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y, , ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y,Y, , ,C, ,L
4000080.36917163,4422857.41057666,405,44870,44360,BOTAS,TR,36.883333,35.933333,36,53,N,35,56,E,132,54481,V,OR,P,N,N,N,Y, , , ,A,A,0,L,Y, ,Y,N,Y,Y,Y, , ,Y,Y,Y,Y,Y, , ,Y, , , , , ,Y, , , ,Y, , , , , , , , , , , , , , ,Y,Y,N,N,N,N,N, , 
15805512.3677983,4812801.46832787,406,61290,61100,MIYAKO,JP,39.633333,141.983333,39,38,N,141,59,E,158,97060,S,CB,F,Y,Y,N, , ,F,G,J, ,1,M,Y,Y,Y,N,Y,N,Y, , , ,Y,Y, ,Y, , , ,Y,N,Y,Y, , , , ,Y,N, ,Y,Y, , , , , ,Y,Y,Y,N,Y,Y, ,Y,Y, ,Y,N,C, ,S
4026054.91702339,4383497.64094478,407,44880,44360,ISKENDERUN,TR,36.6,36.166667,36,36,N,36,10,E,132,54481,V,CB,F,N,N,N,Y, ,J,N,H,J,1,M,Y,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y, , ,Y, ,N,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y,Y, ,Y,Y,Y,Y, , , , ,Y,Y,Y,Y, , ,C, ,M
15796235.7435655,4759941.58621193,408,61310,61100,KAMAISHI KO,JP,39.266667,141.9,39,16,N,141,54,E,158,97043,S,CN,F, , , , , ,A,A,J,L,1,M,Y,Y,Y,N,Y,N,Y, ,Y,N,Y,Y, ,Y, , ,Y,Y, ,Y,Y, , , , ,Y, , ,Y,Y,Y,Y, , , ,Y,Y,Y, , , ,N,Y, ,Y, , ,C, ,M
15777682.4951,4728836.17627514,409,61320,61100,OFUNATO,JP,39.05,141.733333,39,3,N,141,44,E,158,97063,V,CN,G,N,N,N,Y,Y,G,E,H,L,1,M,Y,Y,Y,N,Y,N,Y,Y,Y, ,Y,Y,Y, , , ,Y,Y, ,Y,Y, , , , ,Y, , , ,N,Y,N,N,Y,N,N,Y,Y, , , ,Y,Y, ,Y,Y,Y,C,S,S
4426805.08387918,-585246.857806469,410,47020,46965,CHAKE CHAKE,TZ,-5.25,39.766667,5,15,S,39,46,E,171,61200,S,CN,F, , , , , ,G,H, , ,0,M, , , , , ,N,Y, , , ,N, , ,Y, , , , ,Y, , ,Y, , , ,Y, , , , , , , , , , , , , , , ,N,N,N,N,N,N, , , 
4436081.70811195,-453079.835443047,411,47100,47090,MOMBASA,KE,-4.066667,39.85,4,4,S,39,51,E,171,61211,M,CT,G,N,Y,N,Y, ,G,M,K,N,3,M,Y,Y,Y,N,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y,Y,N,N,Y,Y, , , ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,B,L,L
15762839.8963275,4702590.67230193,412,61325,61100,KESENNUMA KO,JP,38.866667,141.6,38,52,N,141,36,E,158,97063,V,CN,G, , ,N, ,Y,N,L,M,N,3,M,Y, ,Y, ,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y, ,Y, , , , , , , , ,Y, , , , , , , ,Y, , , , , ,Y,Y, , , ,C, ,S
3710649.69310912,4211547.05690441,413,44900,44890,KYRENIA,CY,35.35,33.333333,35,21,N,33,20,E,132,54464,V,CB,F,N,N,N,Y, ,L,A,L, ,0,M,Y, ,Y,N,Y,Y,Y, , , ,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y,Y, , , ,Y,Y, ,Y,N,N,N,N,N,N,Y,Y, , , , ,Y,Y,Y,Y, , ,C,S, 
3654989.94771248,4182015.40636637,414,44910,44890,XEROS,CY,35.133333,32.833333,35,8,N,32,50,E,132,54464,V,OR,F,N,N,N,Y, ,A,B,P,K,0,L,Y,Y,Y,N,Y, ,Y,Y,Y, ,Y,Y, ,Y, , ,Y, , , , , ,Y, , ,Y,Y, ,N,Y, , , , , ,Y,Y, , , , ,Y,N,N,N, , ,C, , 
4437937.03295851,-404732.164984557,415,47105,47090,KILIFI,KE,-3.633333,39.866667,3,38,S,39,52,E,171,61210,V,OR,P, , , ,Y,Y,O,G,K, ,1,M, , , , ,Y,Y, , , , , , , , , , , , , , , , , , , ,Y, , ,N, , , , , , , , , , , , ,N,N,N,N,N,N, , , 
15746141.9727085,4643192.21964251,416,61330,61100,ONAGAWA,JP,38.45,141.45,38,27,N,141,27,E,158,97062/5,V,CB,G, , , , ,N,G,D,L, ,4, ,Y, , , , , , , , , , , , , ,Y,Y, , , ,Y,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , ,S
4467622.23050338,-358265.945503927,417,47107,47090,MALINDI,KE,-3.216667,40.133333,3,13,S,40,8,E,171,61210,S,CN,F, ,Y, , , , ,J, , ,1,M,Y, , , ,Y, , , , , , , , , , , ,Y, ,Y, , ,Y, , , ,Y, , , , , , , , , , , , , , , , , ,Y,Y, , , , , 
3679109.17071769,4118674.23677268,418,44950,44890,LIMASSOL,CY,34.666667,33.05,34,40,N,33,3,E,132,54463,S,CB,F,Y,N,N,Y, ,G,A,G,E,1,M,Y,Y,Y,N,Y,N,Y, , ,Y,Y,Y,Y, ,Y, ,Y, ,Y, , ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y, , ,Y, ,Y, , , , ,Y,Y,Y,Y, , ,C, , 
4985257.8626921,191127.056828803,419,47150,47120,MARKA,SO,1.716667,44.783333,1,43,N,44,47,E,171,61240,V,OR,F,Y, , ,Y, ,A,B,P, ,3, ,N, , , ,Y, ,N, , , ,N, , , ,Y,Y, , , , , ,Y, , , ,Y, , , , ,Y, , , , ,Y, , , , , ,Y,Y,N,N,N,N, , , 
15731299.3739361,4636087.52713946,420,61340,61100,ISHINOMAKI KO,JP,38.4,141.316667,38,24,N,141,19,E,158,97064/2,V,CN,F, , , ,Y,Y,H,G,J, ,2, ,Y,Y,Y, ,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,Y, , , ,Y, , ,Y,Y,Y, , , ,Y, ,Y, , , , ,Y,Y,Y, , , ,C, ,S
3745900.86519366,4152562.23561206,421,44960,44890,LARNACA,CY,34.916667,33.65,34,55,N,33,39,E,132,54462,S,CB,F,Y,Y,N,Y,N,H,D,J,H,1,M,N,Y,Y,N,Y,N,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y, , ,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y, ,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,C, , 
3753322.16457987,4159352.19935812,422,44965,44890,DHEKELIA,CY,34.966667,33.716667,34,58,N,33,43,E,132,54462,V,OR,P,N,N,N,Y, ,K,A,M,H,0,M,Y, ,Y,N,Y,Y,Y,Y, ,N,Y,Y,Y, ,Y,Y,Y, ,Y, , , , , , ,Y,N, ,N, , , , , , , , , , ,Y,Y,Y,Y,Y,Y, , ,N, , 
5048338.90747496,226397.157929887,423,47160,47120,MUQDISHO,SO,2.033333,45.35,2,2,N,45,21,E,171,61240,L,CB,F, ,Y, ,Y, ,J,H,K,J,3,L,Y, ,Y,Y,Y,Y,Y, , ,Y,Y,Y, ,Y,N, ,Y, ,Y, , ,Y, , , ,Y, , ,N, ,Y, , , ,Y,Y,Y,Y, , , ,Y,Y,Y,N,N,N,N, , 
15699758.8515447,4624257.2833319,424,61350,61100,SENDAI-SHIOGAMA,JP,38.316667,141.033333,38,19,N,141,2,E,158,97082,S,CN,F,N,Y,N,Y, ,F,C,G,E,1,L,N,Y,Y,N,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,Y, , , ,Y, , ,Y, , , , , , , ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,A,S, 
4870227.72220572,-1376071.92210791,425,47310,47295,FOMBONI,KM,-12.266667,43.75,12,16,S,43,45,E,171,61311,V,OR,F, ,Y, ,Y, ,A,E,F, ,2,M,Y, ,Y,N,Y, ,N, , , ,N, , , , , ,Y, ,Y, , ,Y, , , ,Y, , , ,N,N,N, , , , , , , , , , , , , , , ,N, , 
